timestamp,identifier,value
1732020425,SKIN_CONDUCTANCE,"0004aaff7095005d95007295002a95002e95001f95009595003e95002b95001a95000e9500fd94001f95001295000795000e95007695004595000f95003495001a95002a9500fc94005c9500359500"
1732020425,PPG_SINGLE_GREEN,"000401600c0000000000000000000082b19db1bcb1e0b10bb229b24bb262b276b296b2b2b2d8b2f7b217b337b35bb386b3aeb3d8b3fbb323b450b478b4a1b4c8b4f2b41bb544b56fb595b5bbb5ebb5"
1732020425,PPG_SINGLE_GREEN,"000401600600000000000000000000979696969e96a596b596cd96f196f696f696059719973897519766978197a597d397fc971e9841986c989598c298ef98189943996b999799c199e899169a429a"
1732020425,PPG_AMBIENT,"0004016006000000000000000000002c002f00310031002f002c002e00300030002e002f002c002f002f0030002c002b002c002e002b002f00320036002d002f002d002e0033002c002f002f002d00"
1732020425,PPG_SINGLE_AMBIENT,"000401600c000000000000000000002c002e0030002f002f002c002b0030002e002d0030002b002e002f002e002b002b002d002c002c002c002e0030002c002e002c002c0031002d0031002d002e00"
1732020425,PPG_SINGLE_AMBIENT,"0004016006000000000000000000002d0030003200340031002d0033003000330031002f002f003000300033002f002d002d0030002b00330036003c002f0030002e00310036002c002e0032002c00"
1732020425,PPG_GREEN,"000401600600000b0b0b0b010101010ca419a42da442a45fa47aa49da4aca4b6a4cda4e5a408a523a53ea55ba57fa5aca5d5a5fba51da647a672a69da6c7a6f0a61aa742a76da797a7bea7e8a716a8"
1732020426,ACC,"0004016e12fe9dff99ff13fe9dff9bff13fe9dff9aff13fe9dff9bff14fe9dff9bff14fe9cff9bff13fe9cff9aff14fe9cff9bff15fe9cff9cff13fe9cff9aff13fe9bff9aff13fe9bff9bff14fe9cff9bff14fe9cff9bff14fe9cff9bff13fe9cff98ff14fe9dff9aff12fe9cff99ff14fe9cff9bff13fe9cff99ff13fe9cff9aff13fe9cff9aff14fe9cff9aff14fe9cff9aff12fe9bff98ff14fe9bff9cff14fe9cff98ff13fe9bff97ff15fe9bff98ff14fe9bff98ff14fe9bff98ff14fe9bff97ff"
1732020426,SKIN_CONDUCTANCE,"0004aaff419500609500ea94002995000f9500f394002695003595001595001a9500fd94002695000795001695002c95000c9500409500339500e694000095000d9500f09400d89400e29400dd9400"
1732020426,PPG_SINGLE_GREEN,"000401600c0000000000000000000013b636b64fb666b677b68cb699b6adb6b8b6ceb6d2b6ddb6e4b6e6b6efb6fbb606b710b717b71db72bb731b73cb743b74db758b765b774b78bb79bb7b2b7c2b7"
1732020426,PPG_GREEN,"000401600600000b0b0b0b0101010140a865a882a89aa8a8a8b6a8baa8c5a8cca8daa8daa8e0a8e5a8e3a8e8a8f2a8f9a802a907a90ba915a916a91ca91ca921a929a932a944a95ca96da988a99fa9"
1732020426,PPG_SINGLE_GREEN,"0004016006000000000000000000006e9a949ab79ace9ada9ae09add9adf9ae19ae69ae39ae49ae79ae09ae39aeb9aed9af49af99afa9a019bfc9afd9af69af69afb9a009b159b2e9b419b5e9b7d9b"
1732020426,PPG_SINGLE_AMBIENT,"00040160060000000000000000000030002f002c0034003500300033002c0034002e002c0032003200310030002f002a002a002b00300031002a002c00330031002b00340031002b002e002d002e00"
1732020426,PPG_SINGLE_AMBIENT,"000401600c000000000000000000002d002e0030002d002d002e002e002c0030002e002c00320032002d002e0031002d0031002b002e0031002f00290030002f002e003200320033002d002d002f00"
1732020426,PPG_AMBIENT,"0004016006000000000000000000002e002e002e00300030002f0030002c0032002e002c00320032002e002f002f002b002d002a002f0030002c002a0031002f002c00330031002e002d002c002e00"
1732020427,ACC,"0004016e14fe9bff96ff13fe9bff95ff14fe9bff95ff15fe9bff97ff14fe9cff98ff14fe9cff98ff15fe9cff97ff13fe9bff97ff14fe9aff98ff15fe9cff99ff14fe9cff9bff14fe9bff9aff14fe9aff99ff14fe9aff9aff14fe9bff9aff14fe9bff9aff15fe9bff9cff14fe9aff9bff13fe9aff9bff13fe9cff9bff12fe9bff9cff13fe9aff9cff14fe9bff9bff14fe9aff9cff13fe9aff9bff13fe9cff9cff13fe9bff99ff14fe9aff9dff14fe9bff9cff14fe9bff9aff14fe9bff98ff14fe9bff9aff"
1732020427,SKIN_CONDUCTANCE,"0004aaffbe9400249500bb94001c9500079500ae9400f69400129500aa9400d29400579500e49400019500e494002e9500f594003295002e95003c95009d95001c9500289500219500259500229500"
1732020427,PPG_SINGLE_GREEN,"000401600c00000000000000000000d6b7efb7feb711b824b832b837b835b82cb81bb809b8fab7e5b7d0b7b1b798b781b76ab754b739b721b707b7f0b6d9b6c6b6a9b698b687b67ab669b661b655b6"
1732020427,PPG_SINGLE_GREEN,"000401600600000000000000000000a09bc59be39bfc9b099c069cfe9be99bd19bac9b889b569b219bed9aae9a6d9a3a9a0f9ae799b899909960992f990899da98b198909873985498379823981298"
1732020427,PPG_SINGLE_AMBIENT,"00040160060000000000000000000030002e002b002f002f002f002e00320031002c002f002b0033003300330032002d0034002c0031002b002e0034002d002e0030002d0030002e002c0030002e00"
1732020427,PPG_SINGLE_AMBIENT,"000401600c000000000000000000002d0033002d0031002e002b002b0033002d00340031002e002b002c002d002a002e002d002c00300030002d002d002b002c002f002b0030002d002e002e002c00"
1732020427,PPG_GREEN,"000401600600000b0b0b0b01010101bba9d9a9f0a906aa16aa1caa1aaa0eaafea9e3a9c8a9a8a982a95ea92fa902a9dda8bca89da878a858a833a80fa8f0a7d0a7aca794a77ca767a74fa741a733a7"
1732020427,PPG_AMBIENT,"0004016006000000000000000000002e0030002b002f002e002c002c0032002e0030002f002c002e002f002f002e002d0030002c0030002d002d0030002b002d002f002b0030002d002d002f002d00"
1732020428,ACC,"0004016e13fe9aff9bff14fe9aff9bff13fe9bff99ff13fe9bff99ff14fe9bff99ff14fe9bff9bff14fe9bff9aff14fe9bff99ff14fe9bff99ff14fe9aff9bff14fe9bff9aff13fe9aff99ff14fe9cff9aff14fe99ff9aff13fe99ff98ff14fe9bff9aff14fe9bff9aff14fe9bff9aff13fe99ff9aff13fe9aff9bff14fe9aff99ff14fe99ff9bff14fe9aff99ff14fe9aff9aff13fe9bff99ff14fe9bff9bff13fe9aff9bff13fe9aff9aff14fe9aff98ff13fe9aff98ff14fe9aff9bff14fe99ff9aff"
1732020428,SKIN_CONDUCTANCE,"0004aaffaf9400129500cf94000d95001e9500e29400ac9400c99400e89400fe9400ca9400289500059500fa9400d094002d9500dd94001b9500029500c29400ef94002e9500ea9400e39400c19400"
1732020428,PPG_GREEN,"000401600600000b0b0b0b0101010126a71ba70da707a705a704a708a70ea715a716a713a710a713a70da705a7f7a6eba6e2a6d9a6d9a6cea6c1a6a9a68da672a65ba645a635a623a618a60da605a6"
1732020428,PPG_SINGLE_GREEN,"0004016006000000000000000000000498f797e697e297e397e797f097fc970b9816981a9821982a9829982d9827982498209820982d982f9823980e98f297dd97c997b597a59795978f9789978597"
1732020428,PPG_SINGLE_GREEN,"000401600c0000000000000000000049b641b634b62cb629b622b621b621b620b617b60cb601b6fcb5f3b5deb5c9b5b2b5a4b592b587b56eb560b545b529b509b5efb4d7b4c7b4b3b4a3b492b487b4"
1732020428,PPG_AMBIENT,"00040160060000000000000000000032002b002f002d002e002e0029002c002e002c002e0030002e0031002f002d0031002c002d002f0031002b002e002e0030002c0030002a0031002d002d003000"
1732020428,PPG_SINGLE_AMBIENT,"000401600c0000000000000000000033002b0033002d0030002e0029002b0031002a002e002f002f002a002a002d0032002c002e00310031002d002c00280030002b0030002b002f002d0029003200"
1732020428,PPG_SINGLE_AMBIENT,"00040160060000000000000000000032002d002d002e002d002e002b002e002d002e002e0032002e00390034002e0030002d002d002e0032002b003000350030002f0030002a0035002f0032002e00"
1732020429,ACC,"0004016e14fe9bff9aff13fe9aff9bff14fe9aff99ff14fe9aff98ff14fe9aff9aff14fe9aff9aff14fe9aff99ff14fe9aff99ff14fe9aff9aff14fe9cff99ff15fe9bff99ff14fe9bff99ff13fe9bff99ff14fe9aff99ff15fe9aff99ff15fe9bff9aff15fe9cff9aff14fe9dff98ff14fe9cff98ff15fe9aff9aff13fe9cff98ff15fe9dff97ff15fe9cff99ff14fe9bff98ff14fe9cff98ff14fe9cff98ff14fe9cff99ff13fe9dff99ff13fe9dff98ff14fe9dff98ff14fe9cff97ff14fe9eff9aff"
1732020429,SKIN_CONDUCTANCE,"0004aaffda94003d9500f89400dd9400f49400ec94001c9500c09400af94003295002b9500079500079500f49400099500f59400d09400ed9400159500aa9400ca9400d49400de9400ab9400a69400"
1732020429,PPG_SINGLE_GREEN,"0004016006000000000000000000007e977997799777977a97819785978d9797979b97a097aa97b597c497d497dd97e497ef970d98199822982698259822981c9814980898fe97f897eb97e297d697"
1732020429,PPG_SINGLE_GREEN,"000401600c0000000000000000000076b468b45eb456b44ab443b442b43db43db43bb436b439b43cb441b449b44db455b45cb471b476b471b465b456b44db43eb42eb41bb40ab4fbb3ecb3d1b3beb3"
1732020429,PPG_GREEN,"000401600600000b0b0b0b01010101faa5f0a5eba5e6a5e2a5e1a5e3a5e4a5e9a5eaa5eba5f1a5f8a502a60ea614a61ca625a63ea647a649a645a63da637a62da621a611a604a6f9a5eba5d9a5caa5"
1732020429,PPG_AMBIENT,"00040160060000000000000000000030002e0034002d002d002b00300032002f002d002c0032002d002e0032002d002c002e002d002c0030002c002d003100330031002c002d002e002e002d002c00"
1732020429,PPG_SINGLE_AMBIENT,"000401600c0000000000000000000033002a0032002d002c002b003000320030002f002e002c002f002d002e002f002d002e002f00290031002b002d003000310032002b002f002f002f002d002d00"
1732020429,PPG_SINGLE_AMBIENT,"0004016006000000000000000000002f00330036002f002e002d00310033002f002d002b0039002d00310036002d002d002e002c00310030002e002e003200360031002e002d002f002e002f002c00"
1732020430,ACC,"0004016e13fe9dff99ff13fe9eff98ff13fe9dff98ff14fe9eff99ff13fe9eff98ff14fe9eff99ff14fe9fff98ff13fe9eff97ff14fe9eff98ff13fe9fff97ff14fe9fff99ff14fe9eff98ff14fe9fff98ff14fe9fff98ff14fe9eff98ff14fe9fff98ff14fe9eff98ff13fe9fff98ff14fe9fff98ff13fe9fff99ff13fe9eff9bff14fea0ff9bff12fea2ff98ff12fea1ff96ff0ffea2ff95ff08fea4ff8ffffffda4ff8bfff0fdb8ff88ff1bfeb1ff9bff22fea4ffaeff0cfe9cffacff01fe93ffadff"
1732020430,SKIN_CONDUCTANCE,"0004aaff089500d79400d19400ba9400cc9400b194009194009b9400ea9400dd9400c29400c39400e29400b59400139500db9400c39400b99400a79400af9400e19400f39400b79400be9400b49400"
1732020430,PPG_SINGLE_GREEN,"000401600c00000000000000000000b0b3a6b39cb390b38cb386b387b387b383b387b389b389b38cb390b38fb395b398b3a2b3b2b3c6b3d9b3eeb306b421b43ab45bb491b4d3b4ffb423b55db5a7b5"
1732020430,PPG_GREEN,"000401600600000b0b0b0b01010101c0a5bba5b7a5b5a5b8a5bba5c2a5cda5d0a5d9a5dfa5e5a5eba5f5a5f9a503a60ea621a63ba657a671a686a69ba6b2a6c1a6c8a6cca6d9a6d4a6b9a6aca6b2a6"
1732020430,PPG_SINGLE_GREEN,"000401600600000000000000000000d197d097d397db97e497f197ff9714981f982d98379842984a985a98649872988598a198c498e8980b991f9930994499499937990999e098aa985098fd97be97"
1732020430,PPG_SINGLE_AMBIENT,"000401600c00000000000000000000370034002c002e002b002e002d002d002d002a002d002f002f00310030002c0030002b0035002e002f0032002b002d002e0031002d0030002f002d002a002c00"
1732020430,PPG_AMBIENT,"0004016006000000000000000000003200320030002f002c0030002c002c002d002a002d0032002e002f0030002c002e002d002f002e002f0031002d002c002d002e0036002d002c002b002a002c00"
1732020430,PPG_SINGLE_AMBIENT,"0004016006000000000000000000002e003000350030002e0032002d002d002e002a002e0036002e002f0031002c002d0030002b002e003100300031002d002d002c0041002b002a002b002b002d00"
1732020431,ACC,"0004016e0ffe95ffb6ff1dfe95ffb4ff1ffe97ffacff0afe97ffc7ff21fe94ffbcff12fe95ffc0ff05fe9affd8ff16fe9effdeff04fea5ffdaff0bfeadffe4ff07feb3ffdfff05feb3ffe2ff06feb3ffdeff08feb0ffe1ff07feacffebff06feadfff2ff09feafffeaff02feb1ffebff02feb2ffedfffbfdb3fff2ff0efeb2fffbfffffdb1fff7ff0afeb3ff010008feb1ff00000cfeb8fffafffcfdbdff0c0004feb6ff0900fbfdb8ff0b0006feb9ff0e0007feb6ff040003feb7ff0900fdfdbcff1200"
1732020431,SKIN_CONDUCTANCE,"0004aaffa79400c39400399400209400069400f29300429400039400b893009c9300ba93007d93000793006f93007a93001993000b9300f79200b59200ac92008892007092005492001c9200289200"
1732020431,PPG_SINGLE_GREEN,"0004016006000000000000000000009b979697cf972598bf989c99839a649b539c519d539e619fada015a273a3bba4fca525a732a844a94baa33ab07acbcac5dade3ad4faeb6ae11af75afbbafe3af"
1732020431,PPG_SINGLE_GREEN,"000401600c00000000000000000000f7b550b6b1b615b78eb7fcb76db8e4b859b9c0b91bba64ba8bbaa8bac2bae6ba08bb36bb65bba0bbe7bb38bc94bcf7bc57bdb3bdfdbd4cbe92bee5be41bf91bf"
1732020431,PPG_AMBIENT,"00040160060000000000000000000030002c002e002c002f002c002f002f0034002f0030002e002d002e002e002f002c002d002e002e002e00300031002e0030002f002d002f002e002a002e002b00"
1732020431,PPG_SINGLE_AMBIENT,"00040160060000000000000000000033002d002f002c0030002f00320030003600310032002e0031002f002d0032002e002f0030002e002e00350032002d0033002e002f002e0030002a002e002d00"
1732020431,PPG_GREEN,"000401600600000b0b0b0b01010101c8a6f3a63fa79ca726a8cca877a924aad5aa88ab36ace2ac9bad5eae1aafd0af82b02db1cbb172b218b3b5b34db4d9b459b5cab525b681b6d1b62cb77db7b9b7"
1732020431,PPG_SINGLE_AMBIENT,"000401600c000000000000000000002e002d002f002c002e002b002c002f0032002e002f002f002b002f0030002d002a002c002d002f002f002d00310030002f0030002d0031002c002b002f002b00"
1732020432,ACC,"0004016e0afec1ff1d0006fec2ff2800f6fdbfff3000fdfdccff460002febfff3600fefdbeff2f00f7fdc0ff4a00fefdc0ff5b001bfebaff7a0016feb2ffaa0038fea9ffd80034fe9effd2002bfea2ffcd0055fe99ffdc0054fe9affe50047fe9bffe10052fea0fff8006afe9aff0c014ffea9ff020156fea3ff0c0153fea0ff0c0155fe9fff100159fe9bff0b0159fe9aff0f0158fe9bff1e0178fe9cff310175fe9cff330166fea2ff31016afea3ff360186fe9dff3d0183fe9aff4a018afe9cff5401"
1732020432,SKIN_CONDUCTANCE,"0004aaff4592004792008791007691003e91004291007d9000ce9000919000449000bf8f00e08f009b8f00c98f00a88f00a18f008d8f009c8f00708f005c8f00a28f00a28f00c98f00a28f00e88f00"
1732020432,PPG_GREEN,"000401600600000b0b0b0b01010101f7b732b86eb8bdb854b950ba98bb14bdfdbe35c112c3e9c40dc794c88dc959ca02cb82cbdccb2ecc74cca6ccd5ccf1cc00cdf7cce1ccbfcc9ccc68cc2eccffcb"
1732020432,PPG_SINGLE_GREEN,"000401600c00000000000000000000efbf4dc0b1c025c1acc139c2c4c261c3a7c430c74ac900cb72cd44cfe8cf62d0acd0c7d0b5d09ed077d04cd033d016d0fecfd7cfb8cf98cf82cf65cf41cf27cf"
1732020432,PPG_SINGLE_GREEN,"00040160060000000000000000000001b019b02cb057b0fcb069b26cb4c8b655b93bbbdbbcd2bea8c0e5c133c350c459c53fc604c7bfc773c800c979c9cdc903ca19ca0acae6c9b7c96dc91dc9d8c8"
1732020432,PPG_SINGLE_AMBIENT,"00040160060000000000000000000030002e00300033002e0031002f00330031003000300032002f002d0032003c002f002e002e002b002c00300032002f002d0030002e002e0032002f0030003900"
1732020432,PPG_SINGLE_AMBIENT,"000401600c0000000000000000000030002a0030002f002e0030002e0030003000320031002c002f002f002e00300030002d0031003300320031002e002c00320030002f002b0033002d0031002c00"
1732020432,PPG_AMBIENT,"00040160060000000000000000000030002c00300030002e0030002e0031003000310030002f002e002d00300036002f002d002f002e002f00300030002d002f0030002e002c0032002d0030003200"
1732020433,ACC,"0004016e98fe9cff60019efeb3ff6d01a8fec7ff7401bffeccff7201c5fecaff5f0196feb3ff5b01acfe9bff5701d0fe89ff7701bcfe73ff7501d1fe72ff760103ff7aff8501e1fe75ff8201fafe76ffa401d9fe7effad01dafe8affc701f6fe91ffd60109ff98ffbe01f1fea6ffb301f6feb0ffb201ddfeb4ffb101dffeacffa301e8fea8ffa201e3fea7ffac01e6fea4ffa501e0fea7ffa201e3feadffa401e2feb0ffa901e1feb3ffa601e0feb2ffa401e0feb3ffa201e4feb3ffa501e6feb1ffa401"
1732020433,SKIN_CONDUCTANCE,"0004aaff1f90006990005f9000f690002d9100db91003692009c9200ab9200e19200fa9200ec92001d9300c092009f9200109300f49200079300209300d19200ae92008d9200cf9200a59200d09200"
1732020433,PPG_SINGLE_GREEN,"000401600c0000000000000000000004cfd6cea5ce91ce81ce4cce0acec9cd68cd06cdafcc52ccf4cb8fcb2dcbb7ca40cac3c948c9c3c844c8c0c742c7c5c649c6d7c56ec510c5b7c462c40fc4bac3"
1732020433,PPG_GREEN,"000401600600000b0b0b0b01010101d7cba9cb73cb44cb1dcbe7cab7ca64caa4c935c9d9c871c810c89fc723c78fc6efc52dc552c479c3b5c205c271c1ebc070c001c09bbf41bfecbe93be3cbee8bd"
1732020433,PPG_SINGLE_GREEN,"000401600600000000000000000000aac87dc842c8f9c7bbc783c765c700c7e0c564c505c590c42dc4b1c31bc369c29ec199c05cbf31be27bd4abca0bb13bb99ba2dbac9b972b922b9c4b86bb817b8"
1732020433,PPG_AMBIENT,"00040160060000000000000000000030002b002d002e002e002f002e002f002f0030002a002d002c00300030002e002e0030002c002f002e002c002f00310031002e002e002e002f0032002c002b00"
1732020433,PPG_SINGLE_AMBIENT,"00040160060000000000000000000030002c002d002b003100320030002f0031002f002b002d002c002e0033003000310030002e00310033002d003400330037003000310031002e003a002a002d00"
1732020433,PPG_SINGLE_AMBIENT,"000401600c0000000000000000000031002b002e0032002c002c002d0031002e0032002b002f002d0032002e002c002c0030002a002f002b002d002b0031002d002d002c002c0031002a002e002b00"
1732020434,ACC,"0004016ee2feb1ffa301e2feb1ffa001e4feb3ffa201e3feb1ffa701e8feb2ffa401e5feb1ffa301e5feb1ffa201e2feadffa101e2feabffa201e0feadffa201e2feaeffa201e2feaeffa001e3feaeffa001e2feadffa401e1feacffa201e3feaeff9e01e0feabff9f01e1feabffa501e1feacffa101e2feafff9e01dbfeb0ff9f01dafeb2ff9e01d3feacff9301d3fea9ff9601d4feacff9701d1feaaff9301d0fea9ff9401cffeabff9501cefeabff9401cffeacff9501d2feaaff9501d0fea7ff9601"
1732020434,SKIN_CONDUCTANCE,"0004aafff99200ef92007c9200b39200849200a59200a79200a292008092009d92008a9200a69200a49200e99200be9200899200d69200bc9200f79200d49200ac9200e29200ae9200c99200db9200"
1732020434,PPG_GREEN,"000401600600000b0b0b0b010101019abd4cbd00bdb1bc66bc23bcdebb96bb37bbc4ba4dbad8b96ab9f6b887b81db8b2b741b7d6b669b6eeb579b508b599b430b4ccb36cb30fb3b9b266b216b2ccb1"
1732020434,PPG_SINGLE_GREEN,"000401600c000000000000000000006dc321c3d2c284c235c2f0c1a7c15dc1fbc085c009c08ebf19bfa0be2cbec0bd52bdddbc69bcf6bb72bbedba68bae4b965b9e8b86cb8f3b783b717b7b1b651b6"
1732020434,PPG_SINGLE_GREEN,"000401600600000000000000000000c8b779b72fb7deb698b657b617b6d0b574b504b593b422b4bdb34cb3e2b27bb213b2a7b145b1dcb06bb006b0a9af4faffcaeb1ae6cae2daef1adb7ad7dad48ad"
1732020434,PPG_AMBIENT,"0004016006000000000000000000002f0034002d002c0030002e002f0031002b002e002e002b002d0030002f002e00300030002e002d002e002d002f0030002f0030002d002d002d002e002d002d00"
1732020434,PPG_SINGLE_AMBIENT,"000401600c0000000000000000000030002f002a002e002e0030002e002c002b002e002d002b002f002f002e002e002c0032002d002b002f002a002e0032002e0030002b002d002f0030002b003000"
1732020434,PPG_SINGLE_AMBIENT,"0004016006000000000000000000002e003a0031002b0033002c00300036002d002e0030002d002d00320031002f0035002e00300031002e00300030002e003000310031002f002d002d0031002a00"
1732020435,ACC,"0004016ed2fea8ff9201d1fea8ff9201cdfea8ff9201cdfea7ff9101cefea7ff9301d1feaaff9601d2feadff9501d0feacff9301cffea9ff9201cffea6ff9201d0fea7ff9201d2fea6ff9001cffea3ff9401d1fea2ff9801d3fea3ff9401d1fea4ff9401d1fea4ff9601d2fea2ff9401d2fea4ff9501d0fea7ff9401d0fea9ff9401d0feaaff9201d0fea9ff9201cffea6ff9301cffea9ff9301cffeabff9001d4feaaff9701d6feafffaf01aefec3ff140244feeeff12023efef3ff480122fec8ff0501"
1732020435,SKIN_CONDUCTANCE,"0004aaffd192002b9300909200d09200939200889200939200aa9200c09200989200999200599200669200d79200cd9200b69200fb9200bf92009992009a9200d69200da92007f9200c59200fe9200"
1732020435,PPG_SINGLE_GREEN,"000401600c00000000000000000000f1b58db533b5e2b492b445b4fbb3b9b377b331b3edb2b1b270b216b2afb13db1d0b061b0f6af8faf2eafd2ae72ae1aaec0ad6aad08ad96ac1aacd6abefabf0ab"
1732020435,PPG_GREEN,"000401600600000b0b0b0b0101010184b137b1f6b0bab080b046b00cb0d7af9eaf62af27aff6aebeae68ae04ae96ad2fadc9ac67ac08acaeab57ab00abadaa5aaa07aaafa957a91fa918a95fa947a9"
1732020435,PPG_SINGLE_GREEN,"00040160060000000000000000000018ade3acbbac93ac6fac49ac1facf7abc7ab94ab62ab3dab0dabbbaa5aaaf0a98ea932a9d8a883a82fa8dda78ea741a7f4a6a5a657a619a624a65ba6d0a69fa6"
1732020435,PPG_SINGLE_AMBIENT,"000401600c000000000000000000002d00300032002e002b0031003100300030002b002f002a002d002a0032002e002d002f002b0030002b002b002b002c0033002e002f002e0033002d002b002d00"
1732020435,PPG_SINGLE_AMBIENT,"0004016006000000000000000000002b0038002c002d002e002d00310035002a002f002f0032003300320031002d00300030002e003100310034002e002e00300030002d0032002b0032002e003200"
1732020435,PPG_AMBIENT,"0004016006000000000000000000002b0034002f002d002c002e00300032002d002c002e002e002f002e0031002d002e002f002c0030002d002f002c002d0031002f002d0030002e002f002c002f00"
1732020436,ACC,"0004016e2dfebeffc80042fea6ff680053fe79ff2a0056fe55ffc6ff46fe38ffb5ff2dfe45ffc3ff12fe43ffd0ff37fe42ff060076fe3bff20008efe3dff1700a1fe56ff2c0044fe67ff3800b3fd84ff6200cafd9cff5800dbfdb6ff4e00e1fdcdff4600c3fdc9ff5e0007febaff6f0027fe9eff64001bfe8bff6800fcfd72ff3e00effd65ff1200f6fd6afffbff01fe82ff1100f7fd9dff2c0014feb4ff490036fec1ff65005efec2ff7e007cfeceff9a00c0fef4ffd80006ff0300eb0027ff1500c300"
1732020436,SKIN_CONDUCTANCE,"0004aaff179300169300b79200ad92009b9200349300f79200ea9200c69200d29200d792009792007592003192003a9200549200b59200939200ac9200e19200e09200e492001f9300289300f89200"
1732020436,PPG_GREEN,"000401600600000b0b0b0b0101010165a97ca940a9b4a81ca89fa72aa7cca694a67ba695a6d5a65ca727a868a879a879a86fa847a8caa7f4a616a63fa574a4ada3eba229a24da16aa08b9fc19e1c9e"
1732020436,PPG_SINGLE_GREEN,"000401600c0000000000000000000032ac61ac19acacab65ab3fab1aabffaad4aa80aa09aa63a9c8a872a8faa7aca7a0a7cda7f4a71ca815a8fea7c4a76ba719a7b9a653a6d3a539a57aa4a0a3c6a2"
1732020436,PPG_SINGLE_AMBIENT,"000401600c0000000000000000000033002f0030002f002d0030002f002e002b002e002b0031002d002f002a002a002e002b003000320031002e002e002d002d002c002f002e0031002b002e002e00"
1732020436,PPG_SINGLE_AMBIENT,"0004016006000000000000000000002f002d003000310030002f0030002c00340031002e0037003000300031002e002e002c0039002c002e002b00310031003300360030002d003100300031002b00"
1732020436,PPG_SINGLE_GREEN,"00040160060000000000000000000099a698a669a6bda5d4a400a43ba39aa254a277a222a348a4f0a5dda7d6a846a952a913a99aa879a7d5a52ea4bba27ea142a01f9f009ec89c9c9b9c9ae3997299"
1732020436,PPG_AMBIENT,"00040160060000000000000000000030002d0030002f002e002f002f002d002f002f002c0033002e002f002d002c002e002b0034002f002f002c002f002e002f0031002f002d0030002d002f002c00"
1732020437,ACC,"0004016e46ff520099001dffc300ba00dffe2601d000bdfea301ac00b7fe01026100ecfe4b02220048ffc70215000cff52034600d8fe510377007afe3b03c10084fed802c700d4fe6c02c70006ff4102fc0038ff00021c0140ffce01060103ffa4010601d8fe8c012201e9fe910145010bffb60158012ffff101580154ff260255014dff6f02540139ffc4023d0144fff0022b0116fff902200102fff002000115ffbb0209013bff7202e2008dffd101be00c4ff5101b800b6fffa00b800a9ffd000ae00"
